gender,age,race,education,marital_status,income,num_meals_not_home,num_meals_fast_food,num_ready_foods_30_days,num_frozen_foods_30_days
2,34,6,4,1,2.15,5,5,10,0
1,52,4,5,3,4.48,10,3,10,0
1,27,7,3,3,4.44,19,8,1,0
2,67,4,5,1,5.0,4,1,0,0
2,56,4,4,1,1.83,2,1,0,1
1,68,4,4,1,5.0,6,0,0,0
1,39,4,4,1,0.85,0,0,0,0
1,78,4,1,2,0.67,1,1,5,3
1,63,4,5,3,2.11,0,0,0,0
1,40,6,5,1,3.98,6,2,0,0
1,51,2,3,1,1.74,0,0,0,1
1,69,4,4,2,1.2,2,2,1,0
2,40,1,4,1,5.0,7,5,0,0
2,59,1,5,2,1.64,0,0,0,0
2,26,6,5,1,4.78,2,0,0,0
1,55,6,5,1,3.19,2,0,0,0
2,55,6,5,1,3.43,4,4,0,0
2,61,4,4,1,0.96,10,6,2,3
1,32,4,4,1,2.11,14,14,4,1
2,80,6,1,1,2.43,2,1,1,1
1,25,1,3,3,0.4,5,5,15,0
1,73,7,5,2,3.95,1,0,2,2
2,36,6,5,1,5.0,2,0,0,0
1,62,4,3,1,3.57,4,4,1,0
2,29,3,5,3,3.6,10,3,5,6
2,49,1,1,2,1.15,2,2,1,0
1,77,3,5,1,5.0,0,0,5,0
2,40,3,4,2,0.73,3,2,0,8
1,55,6,5,1,1.52,0,0,0,0
1,80,3,5,1,3.48,3,0,0,1
1,80,3,4,2,2.35,0,0,4,0
2,24,4,4,3,1.18,0,0,0,3
1,52,2,1,1,2.6,1,1,2,1
2,69,3,2,1,0.31,0,0,0,0
1,28,3,4,1,0.99,12,10,3,3
1,28,1,3,3,3.55,4,1,2,2
1,66,3,3,1,3.67,6,2,5,1
1,71,3,5,1,1.52,2,2,0,0
2,20,1,3,3,3.25,0,0,0,0
1,67,6,1,1,1.63,0,0,0,0
2,34,4,5,3,4.86,2,1,0,0
1,71,2,3,2,0.66,0,0,4,0
2,62,6,5,1,1.45,14,0,0,0
2,69,4,5,2,2.37,5,3,0,5
1,80,3,4,1,4.27,3,3,3,0
2,70,3,5,1,4.14,1,1,2,4
2,37,4,4,3,0.77,3,3,0,0
1,62,3,5,1,5.0,0,0,1,0
2,32,4,4,1,0.88,4,2,4,0
1,26,6,4,3,2.45,9,0,3,0
2,36,1,2,1,0.87,0,0,0,0
2,44,6,5,1,5.0,10,3,2,0
2,58,2,1,1,1.82,2,2,0,0
2,47,4,4,2,2.02,5,5,0,0
2,50,1,4,1,2.43,3,3,0,0
1,25,7,5,3,5.0,15,10,4,0
1,22,3,3,3,1.88,4,3,0,3
2,80,3,3,2,2.54,2,2,2,2
2,80,3,3,1,5.0,0,0,5,0
2,64,1,2,1,0.91,0,0,0,0
2,53,3,1,2,0.71,0,0,0,6
2,77,7,4,2,2.61,0,0,3,0
1,80,3,5,2,5.0,18,0,0,0
1,70,4,3,2,1.89,2,2,0,0
2,45,2,4,1,1.1,2,2,0,0
1,66,4,4,1,1.91,1,1,0,0
1,21,3,3,3,0.04,1,0,0,0
2,29,4,3,3,0.58,3,2,3,2
2,35,1,3,2,0.78,2,1,4,1
1,63,1,3,2,0.89,1,0,0,30
2,79,3,4,2,1.07,0,0,1,0
1,73,3,3,3,0.88,0,0,2,4
2,37,4,2,3,0.0,0,0,0,3
1,33,4,4,3,1.69,15,10,0,0
2,68,3,4,2,5.0,15,3,1,0
1,72,3,3,1,1.52,1,1,0,1
2,50,4,2,1,0.6,0,0,2,1
1,45,4,5,2,4.25,18,18,30,0
1,54,3,5,1,5.0,8,4,0,1
1,51,6,5,1,4.16,0,0,0,0
1,79,7,2,2,0.71,0,0,0,0
2,26,3,3,1,1.6,7,7,0,21
1,38,7,4,1,3.75,7,3,2,0
1,40,6,5,1,5.0,3,0,0,0
1,65,4,4,2,1.08,0,0,0,0
2,20,2,3,3,0.1,4,4,0,12
2,67,1,1,2,1.46,0,0,0,0
1,26,7,2,3,0.49,4,0,0,0
1,24,3,4,1,0.96,6,6,0,1
2,80,4,4,2,5.0,0,0,0,0
1,80,3,3,2,1.78,2,0,0,2
1,40,4,3,1,1.33,4,4,2,0
1,78,1,2,1,3.29,2,0,0,0
2,51,6,1,2,1.55,2,0,2,3
1,63,3,3,1,5.0,0,0,0,3
1,56,2,3,2,0.87,5,3,2,0
1,70,4,3,1,1.08,7,6,0,0
1,79,3,4,1,2.19,0,0,0,0
2,20,3,4,1,0.37,2,2,0,2
2,68,4,3,1,1.11,0,0,0,0
2,71,4,2,2,1.33,1,1,0,0
2,41,4,2,1,1.72,4,4,3,15
2,71,3,5,1,5.0,5,0,2,2
2,50,4,4,1,0.05,2,2,0,0
1,50,6,5,1,5.0,1,0,0,0
1,41,6,4,1,5.0,1,0,0,0
2,62,2,1,2,1.35,1,1,0,2
1,26,1,1,1,1.96,0,0,0,0
2,42,3,2,2,1.88,2,2,3,0
1,31,7,3,3,1.6,0,0,0,0
1,46,3,5,1,3.88,4,3,0,0
2,80,4,4,1,2.77,2,1,0,2
2,33,1,1,1,0.63,1,1,0,0
1,47,4,4,2,2.56,14,14,0,0
1,65,4,2,1,0.15,0,0,0,0
2,67,1,1,1,0.78,0,0,0,0
2,33,3,5,1,3.96,4,3,1,1
1,64,4,1,2,0.71,0,0,30,3
1,80,4,3,2,2.07,2,0,1,4
1,27,6,5,1,5.0,15,0,1,0
1,80,3,3,2,5.0,8,0,0,0
2,31,2,4,2,0.0,5,5,3,1
2,55,4,4,1,3.16,1,1,0,1
2,59,3,4,2,3.68,4,0,2,0
2,68,4,4,1,3.46,5,5,0,0
1,73,3,3,1,2.37,2,2,0,0
2,26,6,5,3,0.08,0,0,0,0
1,57,3,3,3,1.12,10,5,10,0
2,64,6,5,1,5.0,0,0,1,0
2,24,4,5,3,2.49,1,0,2,0
2,76,3,2,1,4.73,2,1,0,2
1,31,6,4,1,1.5,5,5,0,0
1,51,4,3,3,2.67,7,0,4,0
1,60,6,4,1,4.57,3,0,0,3
2,29,3,5,1,5.0,3,1,2,2
2,58,6,4,2,3.2,0,0,1,1
2,22,4,3,1,1.99,3,1,0,0
1,41,1,3,1,5.0,3,3,0,0
1,51,6,4,3,4.93,4,0,4,0
2,39,3,4,1,0.8,21,15,2,5
2,44,3,5,1,5.0,1,1,0,2
1,25,3,4,3,2.16,7,7,20,20
2,68,3,4,2,5.0,1,1,10,0
1,51,4,5,1,5.0,4,3,0,0
1,66,3,5,1,5.0,4,0,2,4
1,60,3,4,2,2.64,5,1,4,12
2,28,3,4,1,3.28,2,0,1,2
1,40,3,5,1,4.35,3,3,1,0
2,25,3,5,1,4.62,7,3,15,10
2,25,7,4,1,1.46,2,2,0,2
2,23,3,5,3,3.34,2,1,0,3
1,64,4,5,1,3.55,7,7,2,0
2,80,3,4,2,0.6,4,2,0,0
2,47,1,1,1,2.0,0,0,2,0
2,54,7,3,1,1.26,2,2,1,0
1,80,4,5,1,4.56,0,0,2,0
1,69,1,1,1,4.07,3,3,0,0
1,80,3,2,1,2.22,0,0,0,0
2,69,3,3,1,5.0,1,1,4,0
1,30,6,5,1,5.0,3,1,0,8
2,47,3,5,1,3.79,1,1,0,3
1,75,3,3,1,5.0,2,0,0,1
1,34,3,5,1,5.0,1,0,0,0
2,44,6,4,1,1.67,0,0,0,0
2,48,4,3,3,1.46,3,3,0,5
1,41,3,4,1,1.88,2,2,0,0
1,38,1,5,3,3.6,7,5,0,5
2,50,4,3,1,0.95,14,10,7,0
1,46,6,5,1,4.58,0,0,0,0
2,23,3,5,3,1.73,1,1,0,0
2,64,7,3,2,0.33,0,0,0,0
1,64,2,5,1,3.55,1,0,0,1
2,23,4,4,3,1.13,7,7,20,0
1,55,7,4,1,4.52,3,0,2,4
2,60,2,4,1,5.0,0,0,12,0
1,45,3,4,1,1.83,12,8,3,2
2,48,1,4,1,0.93,0,0,0,4
2,80,3,4,2,3.33,0,0,0,0
1,29,3,5,1,3.75,2,0,1,1
1,42,4,3,1,1.15,1,1,1,0
1,51,4,3,1,1.21,0,0,0,0
2,67,1,4,1,5.0,1,1,1,0
2,67,3,5,1,2.89,2,0,0,0
1,38,4,4,1,1.72,2,2,0,0
2,39,4,5,3,1.92,3,2,0,21
2,66,3,5,2,5.0,0,0,4,25
1,35,4,4,3,2.49,3,2,0,10
2,65,4,5,1,2.46,2,2,2,0
2,32,4,3,3,0.35,2,1,0,0
1,77,3,3,1,1.46,2,2,0,0
1,45,3,5,1,5.0,3,0,0,1
1,67,4,4,1,2.07,2,2,0,0
1,66,7,3,1,1.05,1,1,0,0
1,49,1,3,2,2.88,5,5,21,1
2,45,3,4,1,1.49,6,6,0,0
1,45,6,5,1,5.0,7,0,0,5
2,80,1,1,2,3.06,0,0,0,0
1,80,3,1,3,1.36,0,0,0,5
2,60,7,5,3,5.0,1,0,0,2
1,50,1,3,3,1.19,2,2,2,10
1,29,2,5,1,4.14,15,15,2,6
1,80,3,3,1,1.11,0,0,30,12
2,24,3,4,1,3.91,14,5,1,1
2,26,4,4,1,4.0,3,0,5,0
2,48,4,5,2,1.17,7,2,2,3
1,27,3,4,3,5.0,4,4,0,2
1,38,1,2,1,1.55,10,10,0,0
2,57,3,2,2,1.88,1,1,0,0
1,48,6,2,1,1.79,5,0,0,0
2,80,3,2,2,0.29,14,2,2,30
1,80,3,2,1,0.62,0,0,0,2
1,80,3,4,1,2.46,1,0,0,0
1,46,1,4,1,1.74,0,0,0,0
2,43,4,4,3,2.65,3,1,0,4
2,31,4,4,3,5.0,5,0,6,2
2,32,4,5,1,5.0,3,2,1,0
2,26,4,3,3,0.64,1,1,0,0
2,45,4,4,1,1.17,5,2,3,1
2,60,4,2,2,0.74,2,1,2,0
1,49,4,5,1,0.95,3,3,2,2
1,22,3,4,3,5.0,10,4,10,10
1,64,1,5,1,5.0,9,0,5,4
1,40,3,3,1,3.25,3,3,0,0
2,44,3,5,1,3.88,3,2,0,0
2,46,2,3,1,1.82,0,0,0,0
2,62,2,4,3,1.43,0,0,4,0
2,74,3,3,1,5.0,1,0,2,0
2,55,1,5,1,5.0,2,0,2,0
1,69,2,4,1,1.4,1,0,2,0
1,74,3,4,1,2.48,1,0,2,4
2,36,2,1,1,1.02,1,1,0,0
2,51,3,3,1,3.34,2,1,0,0
2,41,2,4,1,5.0,2,1,3,0
1,54,6,3,1,1.97,0,0,0,0
2,63,1,3,1,5.0,5,5,0,4
1,80,3,3,1,2.16,1,0,0,2
2,27,4,3,3,1.01,5,5,3,2
2,47,3,3,2,0.96,3,1,6,0
1,49,3,5,1,5.0,2,1,2,0
2,62,7,3,1,3.41,3,1,4,12
2,32,2,4,1,5.0,3,0,0,4
1,61,2,5,2,5.0,2,0,2,2
1,77,1,2,2,2.06,0,0,0,4
2,36,6,5,1,5.0,1,0,0,0
2,31,3,5,1,4.14,4,1,0,2
2,71,1,4,2,4.48,4,2,0,1
2,77,2,1,2,1.09,0,0,0,0
1,41,6,5,1,5.0,2,0,0,0
1,67,1,4,1,0.77,0,0,0,0
1,76,4,2,1,2.08,1,0,0,0
2,31,1,5,1,4.14,3,0,1,1
1,24,3,3,1,1.26,2,2,0,6
1,80,3,5,1,5.0,7,0,0,0
2,25,4,4,3,2.73,7,4,0,0
1,80,1,1,1,1.38,1,1,0,2
1,40,4,4,1,3.11,0,0,0,10
2,59,2,3,3,1.72,3,3,0,0
2,80,3,2,2,1.33,2,1,0,3
2,45,6,4,1,2.89,1,0,0,0
1,38,1,1,3,0.59,2,2,0,0
1,61,2,5,1,5.0,2,0,0,0
2,22,3,5,3,5.0,9,1,1,0
2,75,3,2,2,1.49,1,1,0,0
1,61,4,4,3,2.97,5,5,0,0
1,71,3,3,2,0.83,0,0,0,0
2,57,3,3,2,1.36,2,2,0,1
1,71,4,4,2,4.57,3,3,0,0
1,39,3,3,1,5.0,0,0,0,1
1,78,3,3,1,1.43,4,2,0,0
2,63,4,3,2,4.9,1,1,0,0
1,70,4,4,1,2.11,5,1,0,0
2,71,7,4,2,0.93,5,5,3,10
1,57,2,5,1,5.0,21,3,4,3
1,76,3,2,1,3.8,0,0,30,1
1,79,3,2,2,1.52,5,4,3,0
1,24,4,1,3,0.19,7,6,0,1
2,28,6,5,1,5.0,8,3,0,0
2,37,6,1,1,1.32,0,0,0,0
1,40,3,5,1,5.0,7,3,0,0
1,22,3,4,3,5.0,2,1,0,1
1,80,4,5,1,5.0,21,0,0,2
2,54,3,4,1,1.06,1,1,0,3
2,42,3,4,1,5.0,14,1,2,2
1,65,1,1,1,1.0,0,0,0,0
1,33,1,4,1,5.0,1,0,0,0
1,50,1,4,1,2.72,2,2,0,0
1,56,4,5,3,3.2,2,2,2,2
2,66,4,5,3,1.07,0,0,0,1
1,70,2,1,3,0.38,0,0,0,0
1,47,2,1,1,0.62,2,0,0,0
2,40,4,4,3,3.08,1,1,0,0
1,70,3,5,1,3.34,3,1,0,2
2,80,3,1,1,0.65,0,0,0,2
2,50,2,1,1,4.07,0,0,0,1
2,63,4,5,2,1.24,2,0,0,0
2,35,3,3,1,2.41,21,20,0,15
1,27,1,1,1,1.97,5,5,0,0
1,79,3,5,1,3.77,0,0,2,2
1,68,4,3,1,1.28,5,2,1,0
1,42,4,5,1,4.22,1,1,0,0
2,57,3,5,2,5.0,2,0,0,2
1,35,3,4,1,3.92,4,4,0,3
2,58,2,1,1,1.77,1,0,0,1
2,61,3,3,1,1.25,0,0,0,5
1,39,3,4,2,5.0,2,2,0,0
2,45,1,3,1,1.91,2,0,2,0
2,58,1,2,1,3.32,0,0,0,0
2,43,3,1,1,1.22,1,0,0,0
2,62,6,5,2,2.39,0,0,0,0
1,43,1,4,1,1.36,14,14,0,0
1,64,3,3,1,2.6,1,1,0,0
2,50,7,5,1,1.16,14,4,0,1
1,68,3,5,1,5.0,0,0,0,0
1,57,6,4,2,5.0,14,0,5,0
2,57,3,5,2,0.0,0,0,0,0
2,73,3,4,2,1.98,3,3,0,2
2,55,4,2,2,0.47,5,0,0,12
1,77,3,5,1,5.0,3,0,0,0
1,60,2,2,1,1.77,1,0,1,0
2,67,4,4,2,2.46,1,0,1,0
2,64,4,3,1,0.06,4,3,0,0
1,37,2,3,1,1.22,1,1,0,0
1,62,2,1,3,0.25,0,0,0,1
1,22,6,4,3,5.0,4,4,1,2
2,80,2,3,2,1.77,0,0,0,0
1,58,6,4,2,5.0,15,3,5,0
2,60,3,3,1,4.56,5,1,0,0
1,48,7,4,1,4.58,1,1,0,0
1,53,4,5,2,3.23,3,1,2,3
1,23,4,4,1,0.45,9,2,0,0
1,74,3,3,2,1.68,14,7,4,0
1,67,4,5,2,5.0,19,3,4,0
2,34,1,5,1,4.73,3,0,0,7
1,22,2,3,3,0.52,10,10,0,1
2,69,4,2,1,1.81,0,0,0,0
2,34,7,4,1,1.73,5,5,42,0
1,51,2,4,1,5.0,1,1,2,0
1,67,3,4,2,0.99,0,0,2,0
1,60,1,4,3,1.35,4,0,10,0
2,63,4,3,1,1.59,0,0,0,0
2,65,2,1,2,1.08,1,1,0,0
2,60,6,5,1,1.77,0,0,0,0
2,27,6,4,3,0.58,0,0,45,2
1,62,3,5,1,5.0,3,1,2,0
1,34,6,3,1,1.02,3,1,8,0
2,47,4,4,1,1.63,4,2,1,0
2,29,2,2,3,0.17,1,1,0,1
2,28,4,5,1,5.0,7,1,0,0
2,54,6,3,1,1.26,0,0,0,0
1,44,1,2,1,1.22,3,3,0,0
1,36,6,5,1,5.0,3,0,2,0
2,50,1,3,1,1.76,4,2,5,3
2,52,7,4,3,1.57,0,0,0,0
2,80,4,1,2,1.6,1,0,0,0
1,42,4,3,3,0.0,2,2,3,3
1,71,3,3,2,1.44,3,3,1,0
1,61,4,4,1,0.98,2,1,8,1
1,36,3,4,1,4.12,5,3,0,0
1,28,4,3,1,3.25,3,2,0,0
1,54,6,5,1,2.12,1,0,0,2
1,29,3,5,3,1.48,2,2,0,5
2,28,3,5,3,3.69,2,1,0,1
1,51,1,2,3,0.41,5,2,0,0
2,66,2,1,2,0.9,7,0,4,0
2,44,4,3,1,2.78,2,2,0,0
1,80,3,2,1,2.07,1,0,0,0
2,48,3,4,1,5.0,0,0,0,0
1,64,6,5,1,5.0,2,1,0,4
1,79,4,4,1,1.17,2,2,0,0
1,60,1,4,3,4.23,10,5,7,0
1,59,3,4,1,1.1,7,7,0,0
1,62,1,1,2,2.2,0,0,0,0
1,26,1,3,3,3.16,4,4,2,4
2,23,3,5,3,5.0,4,1,0,1
1,62,1,1,1,2.43,0,0,0,0
1,35,3,2,2,1.1,14,7,0,0
1,54,3,1,1,1.1,0,0,0,5
1,63,3,4,1,1.42,8,3,2,8
1,24,2,3,2,1.3,4,3,14,1
1,32,3,5,1,5.0,17,4,4,3
2,80,4,2,3,1.1,2,0,0,2
1,21,4,4,3,1.61,12,12,0,0
2,35,4,4,2,1.71,3,3,0,6
2,42,1,3,3,0.04,0,0,0,0
2,74,3,3,1,2.59,3,3,2,4
1,58,3,3,3,0.61,0,0,0,5
2,36,4,5,3,0.88,7,4,1,0
2,53,3,4,1,0.86,2,2,0,0
1,56,3,5,2,5.0,5,1,2,4
2,64,4,4,2,1.6,3,1,0,0
1,46,3,4,1,4.44,0,0,0,0
2,32,3,4,1,2.79,9,0,0,0
2,33,2,3,3,4.22,7,4,0,0
1,58,6,5,1,5.0,2,2,0,8
1,39,3,5,2,4.22,4,0,5,0
1,39,3,3,1,0.79,0,0,2,10
2,64,3,5,1,5.0,3,0,3,0
1,61,2,4,1,4.93,2,2,2,0
2,32,2,2,2,0.35,1,1,0,0
2,50,1,2,2,1.88,4,4,3,5
2,59,1,1,3,0.0,0,0,0,0
1,61,1,4,1,5.0,1,1,0,0
1,36,3,2,1,1.76,5,4,0,3
2,25,3,3,1,1.91,2,0,3,2
2,32,2,3,3,0.87,2,2,0,0
1,26,6,5,3,5.0,0,0,0,4
2,27,6,5,3,4.81,7,1,0,0
1,53,3,5,1,5.0,0,0,2,0
2,30,3,4,1,1.89,2,2,0,0
1,58,4,3,1,1.86,2,2,0,2
2,39,1,1,1,1.01,1,1,2,0
1,79,4,3,2,3.73,0,0,0,0
2,29,6,5,3,5.0,3,1,0,0
2,52,4,4,2,1.66,6,6,0,0
2,48,3,5,1,5.0,3,1,0,0
1,80,3,2,1,5.0,0,0,1,3
2,72,4,5,2,4.0,4,1,0,0
2,28,7,5,1,1.2,1,1,1,0
1,43,2,3,1,5.0,2,1,5,16
1,61,4,3,3,1.08,1,1,0,0
2,64,3,3,2,0.91,1,0,2,1
2,26,3,5,1,4.86,5,2,0,15
1,71,1,5,1,5.0,4,4,0,0
2,37,6,5,1,4.58,0,0,0,0
1,53,1,3,1,1.41,4,4,4,0
1,80,7,4,2,3.54,3,3,0,6
2,53,6,5,1,5.0,0,0,0,0
1,38,6,5,1,1.67,1,1,0,0
2,55,7,5,3,3.95,1,0,1,0
1,46,4,5,1,2.8,12,10,5,0
1,49,3,4,1,5.0,4,1,1,0
2,33,1,3,3,0.58,2,1,1,0
2,40,3,4,1,1.49,2,1,0,0
1,62,2,1,1,2.75,1,1,0,0
1,36,4,3,1,2.88,14,6,0,0
2,53,4,3,3,1.33,0,0,0,7
1,79,3,3,2,0.93,0,0,0,60
2,62,3,3,2,2.04,1,0,0,1
1,25,6,5,3,5.0,1,1,1,2
1,63,4,3,2,0.75,5,0,0,0
2,40,4,4,3,2.97,0,0,0,0
2,63,4,5,1,5.0,5,1,0,0
1,55,4,2,2,1.64,2,1,0,0
1,60,1,3,1,3.19,9,9,0,0
2,27,4,4,3,0.0,1,0,1,0
1,80,7,2,1,2.37,3,2,0,0
1,71,3,3,1,1.83,2,2,0,3
2,42,3,2,2,0.58,1,1,0,10
1,64,4,4,2,3.0,2,1,0,2
1,33,2,4,1,5.0,3,1,0,0
1,71,3,5,1,4.56,5,2,4,7
2,74,6,5,1,5.0,2,1,0,0
1,80,4,3,2,0.99,2,2,4,6
1,80,3,5,2,3.43,10,10,0,0
2,49,3,2,2,0.64,3,0,1,8
1,80,3,5,2,1.24,3,0,0,1
1,74,1,1,1,0.57,0,0,0,0
2,32,6,5,1,5.0,7,0,2,0
2,23,4,3,1,0.38,6,6,1,15
2,55,1,2,2,0.67,3,3,0,2
2,78,4,3,2,1.02,2,0,0,0
2,50,2,5,2,4.74,4,1,0,0
2,41,4,4,2,1.22,4,3,3,0
2,38,3,4,3,3.52,2,0,4,0
1,52,3,4,1,4.93,4,0,4,0
1,45,4,3,1,0.36,3,3,0,0
2,48,4,4,3,1.54,0,0,0,17
1,39,4,3,1,0.84,0,0,2,5
2,35,4,4,1,3.03,7,1,0,0
2,24,4,5,3,1.04,8,3,0,0
1,77,3,4,2,1.52,0,0,0,0
2,49,4,4,1,3.31,3,1,8,4
2,59,1,2,1,5.0,5,0,12,0
2,20,2,4,3,0.45,2,1,1,1
1,72,4,3,2,5.0,1,1,0,3
2,36,4,4,3,1.3,5,5,0,0
2,38,2,2,1,2.29,10,2,4,0
2,26,7,5,1,5.0,14,7,2,0
2,30,2,4,2,1.41,1,1,1,0
2,65,3,3,1,2.67,0,0,0,0
2,46,3,5,2,5.0,4,3,2,3
1,48,2,4,1,5.0,10,3,2,1
2,52,6,3,2,0.08,3,0,12,0
2,54,1,3,3,2.25,2,2,2,0
1,80,3,4,1,2.84,1,1,4,30
2,44,3,4,2,1.66,7,5,1,10
2,22,4,4,3,5.0,10,6,0,2
2,55,6,3,1,1.5,0,0,0,0
2,56,1,3,1,2.19,0,0,1,0
1,23,2,4,3,0.41,2,1,0,0
2,35,3,4,1,1.18,2,2,1,1
2,66,6,5,1,5.0,5,0,0,10
2,31,3,5,1,5.0,8,2,0,0
1,80,3,4,2,0.77,0,0,0,0
2,21,3,4,3,4.29,5,3,4,0
2,46,3,5,1,3.1,9,2,1,2
1,31,6,5,1,2.43,4,0,0,0
1,45,1,3,1,0.83,1,1,2,5
2,54,2,5,2,3.6,21,5,10,0
1,60,4,1,2,0.1,1,1,0,0
2,69,3,5,2,1.57,3,0,0,4
2,41,4,5,3,1.18,0,0,0,0
1,63,3,4,1,5.0,5,2,4,12
1,63,3,3,1,2.16,3,1,2,2
2,55,3,4,1,4.74,6,2,10,2
1,54,2,5,1,5.0,5,3,3,0
2,66,1,1,2,2.3,5,0,0,0
2,31,3,4,1,5.0,3,2,2,2
1,29,6,5,1,3.45,0,0,0,0
1,47,4,2,1,1.54,3,1,3,1
2,64,4,4,2,0.91,0,0,0,0
1,30,2,5,1,2.02,3,0,0,0
2,33,4,5,1,5.0,3,0,1,0
1,26,7,3,1,0.38,13,13,0,4
1,25,2,4,3,0.1,5,5,0,2
2,60,4,3,1,0.98,3,1,4,5
1,57,4,2,3,0.86,0,0,0,0
2,70,4,2,2,1.6,1,1,8,0
1,23,6,4,3,1.79,2,2,5,0
2,32,1,3,1,2.02,2,1,0,0
2,53,4,5,2,4.78,7,5,0,1
2,72,3,3,2,0.94,5,4,6,0
2,78,3,2,1,1.11,1,1,0,0
1,75,3,4,2,4.56,2,0,0,0
1,57,7,4,3,0.49,4,4,10,3
2,38,3,4,1,1.24,3,0,0,4
1,72,3,5,1,4.62,3,1,0,2
2,52,3,4,1,5.0,15,7,3,1
2,69,3,5,1,5.0,2,2,2,2
1,59,3,5,1,5.0,7,0,5,1
1,34,2,5,3,5.0,0,0,8,0
1,61,3,3,3,1.74,1,1,0,21
2,80,3,3,1,2.55,7,7,2,2
2,80,3,3,2,4.74,1,0,4,0
2,58,4,3,1,3.92,2,1,2,0
2,20,4,4,3,1.46,5,5,0,6
1,36,4,3,3,1.04,3,1,0,3
2,60,4,3,2,0.31,5,5,0,0
2,22,4,4,1,1.58,0,0,0,0
2,67,3,5,2,5.0,0,0,4,0
1,80,4,4,1,5.0,1,0,1,0
2,26,2,5,3,3.65,5,3,3,0
1,54,6,5,1,5.0,7,1,0,0
2,59,3,5,1,3.69,0,0,3,0
1,80,3,5,1,1.95,3,0,0,4
1,63,6,5,1,3.39,5,2,0,0
1,34,4,5,1,5.0,3,0,0,2
1,40,3,3,1,1.03,7,7,0,21
2,61,2,4,1,1.24,2,1,2,2
1,41,4,4,1,5.0,3,3,1,0
2,26,4,4,1,0.1,1,1,0,0
1,30,3,2,1,1.82,2,0,0,3
1,72,3,4,1,3.98,1,0,0,0
1,80,1,4,1,1.19,2,2,0,2
2,23,7,4,1,2.32,3,3,1,15
1,41,2,5,1,5.0,4,2,0,4
2,42,3,4,2,2.64,3,2,1,12
2,53,4,5,2,4.65,2,1,0,0
1,23,2,3,3,1.44,7,7,0,0
2,39,1,3,1,1.47,7,0,2,5
2,80,3,5,2,1.74,2,2,4,5
2,78,3,3,2,3.05,2,1,0,10
1,34,3,5,3,1.6,0,0,0,0
2,44,6,5,1,4.25,3,0,0,0
2,70,3,4,1,2.66,2,0,8,0
2,43,3,3,1,1.02,2,2,0,20
2,38,3,1,2,0.09,2,1,3,0
1,61,4,4,2,0.92,0,0,0,3
2,56,7,4,2,1.18,1,1,0,0
1,54,7,3,1,0.93,0,0,3,2
1,37,7,2,1,4.17,14,14,0,0
1,70,2,3,1,1.69,1,0,0,0
2,64,2,5,3,0.59,2,2,1,8
1,72,4,4,1,4.85,3,3,0,0
1,60,4,4,2,5.0,1,0,8,0
2,55,6,5,1,5.0,0,0,0,0
2,29,4,5,1,3.98,21,21,0,0
1,60,4,3,2,3.32,2,0,8,0
2,66,3,5,1,5.0,0,0,1,0
1,21,6,4,3,1.47,3,2,3,0
1,66,3,3,1,5.0,7,0,0,0
1,65,4,4,1,5.0,4,1,0,0
2,74,7,3,2,3.46,1,0,0,3
2,55,4,2,3,0.62,0,0,1,0
1,57,1,1,1,1.39,2,1,0,0
1,27,4,3,1,1.73,6,6,1,0
2,53,4,5,1,5.0,2,0,2,1
1,45,4,5,1,4.32,0,0,0,0
2,64,3,4,1,1.24,1,1,0,0
2,56,4,3,3,0.72,5,0,0,0
1,40,3,2,1,3.18,7,2,0,0
1,48,7,5,1,5.0,3,3,4,0
1,41,2,1,1,0.51,3,1,0,0
2,80,3,3,2,1.46,0,0,0,0
1,52,1,3,1,1.02,1,1,0,0
1,80,3,2,2,1.15,1,1,4,1
1,30,6,5,1,5.0,2,0,0,0
2,40,4,4,3,0.32,2,0,1,0
1,22,7,4,3,2.13,21,21,0,0
2,54,2,5,1,3.3,6,3,1,7
1,61,4,4,1,2.43,3,2,0,0
1,73,2,3,2,2.21,14,14,2,3
2,63,1,1,1,4.93,0,0,0,0
2,48,3,3,1,4.81,7,0,5,0
2,57,3,4,1,5.0,0,0,0,0
1,46,3,4,3,2.03,5,5,20,10
1,27,3,4,1,2.14,3,3,0,10
1,80,3,4,1,1.48,0,0,2,0
2,32,3,5,3,3.43,2,0,10,0
1,74,3,4,1,1.79,3,3,0,3
2,29,3,4,1,1.2,3,3,0,17
1,45,4,3,1,2.66,0,0,0,2
1,80,4,3,2,2.0,3,3,0,5
1,65,7,3,1,0.86,0,0,0,0
2,38,7,2,1,1.34,3,1,2,2
2,41,3,4,1,3.67,0,0,0,0
2,20,1,4,1,0.49,2,2,0,0
1,33,3,3,1,4.14,2,2,2,0
2,35,3,4,1,1.58,1,1,0,2
1,45,3,3,1,1.64,3,2,0,2
2,37,1,2,1,1.36,2,2,0,0
1,26,1,2,1,1.46,0,0,2,1
1,80,1,1,1,1.78,4,2,0,0
2,20,4,4,3,0.73,3,3,0,0
2,47,3,3,2,1.66,3,2,10,0
1,63,4,3,2,0.59,0,0,0,15
2,34,6,4,1,0.87,2,0,0,0
2,42,4,3,1,1.33,5,0,0,0
1,60,4,5,2,4.98,0,0,0,0
2,61,2,5,1,0.91,7,2,1,0
2,44,3,5,3,5.0,3,2,1,0
1,38,4,5,3,5.0,0,0,0,10
1,63,2,2,2,1.39,2,0,8,0
